,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,season,team,sh,sot,dist,fk,pk,pkatt
42,2024-05-19,19,Ligue 1,Matchweek 34,Sun,Home,,0.0,0.0,Montpellier,1.1,1.3,65.0,14169.0,,,,Head-to-Head,,2024,Lens,13.0,5.0,14.7,0.0,0.0,0.0
49,2024-05-12,20,Ligue 1,Matchweek 33,Sun,Home,,4.0,2.0,Lorient,2.3,2.2,50.0,15848.0,,,,Head-to-Head,,2024,Marseille,18.0,8.0,14.0,0.0,0.0,0.0
50,2024-05-15,18,Ligue 1,Matchweek 32,Wed,Away,,2.0,1.0,Reims,1.0,0.8,42.0,63787.0,,,,Head-to-Head,,2024,Marseille,14.0,4.0,15.8,1.0,0.0,0.0
51,2024-05-19,18,Ligue 1,Matchweek 34,Sun,Away,,3.0,0.0,Le Havre,2.8,0.2,64.0,63576.0,,,,Head-to-Head,,2024,Marseille,14.0,6.0,15.6,0.0,0.0,0.0
37,2024-05-12,18,Ligue 1,Matchweek 33,Sun,Away,,2.0,1.0,Clermont Foot,1.3,1.7,36.0,25410.0,,,,Head-to-Head,,2024,Lyon,8.0,2.0,19.2,1.0,0.0,0.0
38,2024-05-19,18,Ligue 1,Matchweek 34,Sun,Home,,1.0,2.0,Strasbourg,1.7,1.3,64.0,25410.0,,,,Head-to-Head,,2024,Lyon,23.0,7.0,17.3,1.0,0.0,0.0
45,2024-05-12,18,Ligue 1,Matchweek 33,Sun,Home,,1.0,1.0,Lens,1.4,1.0,50.0,37233.0,,,,Head-to-Head,,2024,Rennes,9.0,4.0,20.3,0.0,1.0,1.0
46,2024-05-19,17,Ligue 1,Matchweek 34,Sun,Away,,3.0,1.0,Reims,1.8,1.6,38.0,27718.0,,,,Head-to-Head,,2024,Rennes,10.0,5.0,13.0,0.0,0.0,0.0
43,2024-05-12,17,Ligue 1,Matchweek 33,Sun,Away,,1.0,1.0,Paris S-G,1.2,2.1,24.0,27332.0,,,,Head-to-Head,,2024,Toulouse,7.0,1.0,23.1,0.0,1.0,1.0
44,2024-05-19,17,Ligue 1,Matchweek 34,Sun,Home,,1.0,1.0,Brest,1.2,1.5,45.0,13549.0,,,,Head-to-Head,,2024,Toulouse,9.0,3.0,15.8,0.0,0.0,0.0
33,2024-05-10,18,Ligue 1,Matchweek 33,Fri,Away,,2.0,4.0,Brest,2.2,2.3,50.0,15848.0,,,,Head-to-Head,,2024,Reims,15.0,8.0,13.6,0.0,0.0,0.0
34,2024-05-15,19,Ligue 1,Matchweek 32,Wed,Home,,2.0,1.0,Marseille,1.0,1.7,37.0,43000.0,,,,Head-to-Head,,2024,Reims,12.0,5.0,20.4,0.0,0.0,0.0
35,2024-05-19,18,Ligue 1,Matchweek 34,Sun,Home,,1.0,0.0,Rennes,1.5,0.5,56.0,9798.0,,,,Head-to-Head,,2024,Reims,16.0,5.0,21.1,1.0,1.0,1.0
35,2024-05-12,20,Ligue 1,Matchweek 33,Sun,Home,,1.0,0.0,Monaco,1.5,0.5,56.0,9798.0,,,,Head-to-Head,,2024,Montpellier,16.0,5.0,21.1,1.0,1.0,1.0
36,2024-05-19,18,Ligue 1,Matchweek 34,Sun,Away,,0.0,3.0,Lens,0.2,2.8,36.0,63576.0,,,,Head-to-Head,,2024,Montpellier,7.0,1.0,22.8,0.0,0.0,0.0
36,2024-05-12,20,Ligue 1,Matchweek 33,Sun,Home,,0.0,3.0,Metz,0.2,2.8,36.0,63576.0,,,,Head-to-Head,,2024,Strasbourg,7.0,1.0,22.8,0.0,0.0,0.0
37,2024-05-19,19,Ligue 1,Matchweek 34,Sun,Away,,2.0,1.0,Lyon,1.3,1.7,36.0,25410.0,,,,Head-to-Head,,2024,Strasbourg,8.0,2.0,19.2,1.0,0.0,0.0
34,2024-05-12,18,Ligue 1,Matchweek 33,Sun,Home,,2.0,1.0,Lille,1.0,1.7,37.0,43000.0,,,,Head-to-Head,,2024,Nantes,12.0,5.0,20.4,0.0,0.0,0.0
35,2024-05-19,20,Ligue 1,Matchweek 34,Sun,Away,,1.0,0.0,Monaco,1.5,0.5,56.0,9798.0,,,,Head-to-Head,,2024,Nantes,16.0,5.0,21.1,1.0,1.0,1.0
35,2024-05-10,20,Ligue 1,Matchweek 33,Fri,Away,,1.0,0.0,Nice,1.5,0.5,56.0,9798.0,,,,Head-to-Head,,2024,Le Havre,16.0,5.0,21.1,1.0,1.0,1.0
36,2024-05-19,19,Ligue 1,Matchweek 34,Sun,Home,,0.0,3.0,Marseille,0.2,2.8,36.0,63576.0,,,,Head-to-Head,,2024,Le Havre,7.0,1.0,22.8,0.0,0.0,0.0
33,2024-05-12,20,Ligue 1,Matchweek 33,Sun,Away,,2.0,4.0,Strasbourg,2.2,2.3,50.0,15848.0,,,,Head-to-Head,,2024,Metz,15.0,8.0,13.6,0.0,0.0,0.0
34,2024-05-19,18,Ligue 1,Matchweek 34,Sun,Home,,2.0,1.0,Paris S-G,1.0,1.7,37.0,43000.0,,,,Head-to-Head,,2024,Metz,12.0,5.0,20.4,0.0,0.0,0.0
33,2024-05-12,18,Ligue 1,Matchweek 33,Sun,Away,,2.0,4.0,Marseille,2.2,2.3,50.0,15848.0,,,,Head-to-Head,,2024,Lorient,15.0,8.0,13.6,0.0,0.0,0.0
34,2024-05-19,19,Ligue 1,Matchweek 34,Sun,Home,,2.0,1.0,Clermont Foot,1.0,1.7,37.0,43000.0,,,,Head-to-Head,,2024,Lorient,12.0,5.0,20.4,0.0,0.0,0.0
34,2024-05-12,17,Ligue 1,Matchweek 33,Sun,Home,,2.0,1.0,Lyon,1.0,1.7,37.0,43000.0,,,,Head-to-Head,,2024,Clermont Foot,12.0,5.0,20.4,0.0,0.0,0.0
35,2024-05-19,18,Ligue 1,Matchweek 34,Sun,Away,,1.0,0.0,Lorient,1.5,0.5,56.0,9798.0,,,,Head-to-Head,,2024,Clermont Foot,16.0,5.0,21.1,1.0,1.0,1.0
